headline,date,snippet,url
Snap Is Said to Pick Bankers for an I.P.O.,2016-10-13T04:00,Morgan Stanley and Goldman Sachs would help lead the most eagerly awaited new internet stock offering since Twitter....,https://www.nytimes.com/2016/10/13/business/dealbook/snap-snapchat-ipo-bankers.html
"Goldman Sachs Didn’t Trick Libyan Fund, Judge Says",2016-10-14T13:27,The Libyan Investment Authority claimed that Goldman Sachs exploited its financial naïveté and pushed it into transactions that cost it $1.2 billion in losses....,https://www.nytimes.com/2016/10/15/business/dealbook/goldman-sachs-libya-sovereign-wealth-fund.html
Goldman Sachs’s Asia Pacific Chairman to Retire,2016-10-17T17:41,"Mark Schwartz’s departure comes as the bank faces challenges in Asia, particularly a slowdown in investment banking in the region for all Western firms....",https://www.nytimes.com/2016/10/18/business/dealbook/goldman-sachss-asia-pacific-chairman-to-retire.html
Earnings Reports for Goldman Sachs and Yahoo,2016-10-17T04:00,"The Yahoo report is of particular interest to investors, as the company is expected to stay quiet concerning the recent hacking and spying scandals that may imperil its pending sale to Verizon....",https://www.nytimes.com/2016/10/17/business/earnings-reports-for-bank-of-america-goldman-sachs-and-yahoo.html
Not Everyone’s So Sure Low Oil Prices Will Stay Put,2016-10-18T04:01,"While Goldman Sachs foresees oil remaining flat through most of 2017, some experts think the market has become overly complacent in its outlook....",https://www.nytimes.com/2016/10/18/business/energy-environment/will-low-oil-prices-will-stay-put.html
Morgan Stanley Could Benefit From Some Fed Decisions,2016-10-19T17:40,"If the central bank allowed Morgan Stanley to buy back more stock, for example, the Wall Street bank’s return on equity could rival Goldman Sachs....",https://www.nytimes.com/2016/10/20/business/dealbook/morgan-stanley-could-benefit-from-some-fed-decisions.html
Fight Between Goldman Sachs and Libyan Fund Shadows Lawyer,2016-10-20T23:18,"For Catherine McDougall, the case showed the lengths that Western firms will go to keep a potentially lucrative client happy and the damage left behind....",https://www.nytimes.com/2016/10/21/business/dealbook/fight-goldman-sachs-libyan-fund-shadows-lawyer.html
Goldman Sachs Selects 84 New Partners,2016-11-09T20:21,This year’s list of the chosen is the longest since 2010 and includes the largest percentage of women....,https://www.nytimes.com/2016/11/10/business/dealbook/goldman-sachs-selects-84-new-partners.html
Evercore’s ‘Good’ Problem of Adding John Weinberg to the Board,2016-11-16T20:53,The arrival of the former Goldman Sachs partner as executive chairman and C.E.O. means there will be three insiders on Evercore’s board....,https://www.nytimes.com/2016/11/17/business/dealbook/evercores-good-problem-of-adding-john-weinberg-to-the-board.html
"Goldman Sachs, Bank to the Elite, Makes Pitch to the Masses",2016-11-17T01:00,The bank will roll out its first advertising campaign aimed at getting individuals to replace higher-cost credit card debt with a lower-cost personal loan....,https://www.nytimes.com/2016/11/17/business/dealbook/goldman-sachs-bank-to-the-elite-makes-pitch-to-the-masses.html
"Michael Sherwood, Goldman Sachs’s Co-Head of Europe, to Step Down",2016-11-21T16:21,"Mr. Sherwood, who had been with the Wall Street Firm since 1986, had been seen as a potential successor to Lloyd Blankfein, the bank’s chief executive....",https://www.nytimes.com/2016/11/21/business/dealbook/michael-sherwood-goldman-sachss-co-head-of-europe-to-step-down.html
Succession Questions Rise at Goldman Sachs,2016-12-01T10:00,"Mr. Cohn, the No. 2 executive at Goldman Sachs, has been viewed as the firm’s natural next leader. But that was before he met with the president-elect....",https://www.nytimes.com/2016/12/01/business/dealbook/gary-cohn-goldman-sachs-trump.html
Goldman Sachs to Extend Its Reach in Trump Administration,2016-12-09T20:19,"With the expected naming of Gary Cohn to head the National Economic Council, Donald J. Trump’s economic policy will be shaped chiefly by veterans of the Wall Street firm....",https://www.nytimes.com/2016/12/09/business/dealbook/goldman-sachs-no-2-seen-as-a-top-economic-adviser-to-trump.html
